Unnamed: 0,Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors,Hourly,Employer Provided Salary,min_salary,max_salary,avg_salary,Company_txt,job_state,same_state,age,python_yn,R_yn,spark,aws,excel,tableau,power bi,ml,dl,job_sim,seniority
802,Director Data Science,$124K-$199K (Glassdoor est.),"We’re looking for a director to drive our data science and analytics group forward! You’ll be joining a group of curious, smart, technically minded yet business savvy data scientists looking to make a difference to the company by designing and building out our data decisioning capabilities from the ground up!

The Director of Data Science is passionate about using data and insights to drive business strategy and develop data products. A successful candidate will manage more junior data scientists and help build out the team further. They would also work to identify and prioritize initiatives to deliver value to our internal stakeholders. The ideal candidate would have experience managing a data science team, managing stakeholders, and working cross functionally. This person would have real world experience “in the data trenches” as a data scientist. We expect this person to have a passion for leading a team, strong analytical skills, and a strong desire to make an impact in our growing data science practice!

What you’ll do:

· Become the domain expert of 1-2 areas of the Tranzact business (i.e. retention, call center effectiveness, etc.) and contribute to the advancement of that area through thought leadership

· Find new and improved ways for us to use data in our products, operations, and business strategies

· Mentor, develop, and motivate more junior data scientists and analysts

· Facilitate data-driven decision making and prioritize initiatives

· Develop strong cross functional partnerships with business and technology stakeholders

· Lead new projects and initiatives starting from understanding business needs to execution and presenting to and influencing stakeholders.

· Act as a subject matter expert with all things data

· Work to build out the data science team as we grow

What we do:

We achieve competitive advantage through data-driven marketing and full management of the customer experience.We’re constantly refining our technology and our strategies, that’s why we’re the industry leader in delivering the best results to the top insurance brands in America.

That’s not just lip service either, we’re consistently awarded partner of the year from brands like AFLAC, Humana, and more. Our work has also been featured on The Dr. Oz Show, Forbes, and Vox -- to name a few.

We want people who fit within our Be Real culture. We want a diversity of programmers and writers and designers and data scientists and strategists and more. We’re made up of introverts and extroverts, suits and rebels, corporate types and anti-corporate types. We’re an environment where every person feels their full potential is only limited by their ability to conceive of it and make it happen.Our company grew from entrepreneurial roots but has big company resources to get amazing things done.

What we’re looking for:

· BA/BS in a quantitative field (Computer Science, Engineering, Mathematics, Statistics, etc.)

· 7+ years of experience in a data science ideally related to marketing, business operations, or customer retention

· Experience managing and mentoring data scientists

· Experience conducting analyses to drive business impact

· Ability to communicate findings clearly and deep understanding of your current business

· Proficiency with Python, SQL, Excel, and data visualization tools (Tableau, Power BI, etc.)

· Ability to manage multiple projects and deadlines

· Experience communicating strategy and results to different audiences

· Ability to work cross functionally and influence others

· A lifelong learner that is excited to learn new data science technologies and apply those to technologies to our business

· Ability to be objective and follow the facts, cut through noise and create a story with data.

· Thrives in a fast-paced environment that is constantly changing

What’s in it for you:

· Medical, dental, vision, paid time off/holidays, 401(k), and bonus opportunity

· Frequent office events and outings

· Employee development programs, conference and training reimbursement

· Work remote flexibility

· Joining a growing and exciting team making a big impact on the business!

TRANZACT, a Willis Towers Watson Company, is an Equal Opportunity/Affirmative Action employer and voluntarily complies with the laws and regulations related to employment without regard to race, color, religion, sex, national origin, marital status, sexual orientation, age, status as a protected veteran or individual with a disability, ancestry, gender, gender identity or expression, or any other protected group status or non-job related characteristic protected by applicable human rights or equal opportunity legislation. We are a company that values diversity. As required by law, we must record certain information to be used as part of our Affirmative Action Program. In extending this invitation you are advised that (a) response data is used for periodic government reporting and will remain confidential within Human Resources department; (b) responses are used solely to help us comply with government record keeping, reporting and other legal requirements.",3.6,"TRANZACT
3.6","Fort Lee, NJ","Fort Lee, NJ",1001 to 5000 employees,1989,Company - Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable,-1,0,0,124,199,161.5,"TRANZACT
", NJ,1,31,1,0,0,1,1,1,1,0,0,director,na
803,Data Engineer,$58K-$104K (Glassdoor est.),"Job Summary
Be at your best with an organization that equips you to do so. Whose people unite in making lives better. At Carilion Clinic, we help communities stay healthy and our region grow stronger through compassionate care, medical education and research, and neighborhood outreach. As part of our team you can expect professional stability, strong technological resources, and the advancement potential of a regional leader.

Based in Roanoke, VA, we are an award-winning, community-based network of hospitals, primary and specialty physician practices, and affiliations with prestigious academic medical institutions. Explore how joining a regional leader can enhance your ability to learn, grow, and succeed.
Minimum Qualifications
Education: Bachelor’s degree in computer science, information systems, health care business or equivalent experience required. Master’s degree preferred.

Experience: Minimum: 6+ years of relevant experience required. Minimum: 3-5 years working with enterprise data sources and ETL tools such as IBM DataStage or Informatica. Preferred: Financial and healthcare knowledge. Experience supporting technical service delivery relationships. Experience translating business needs into designs and specifications. Experience managing projects, testing and quality control. Experience with metadata management. Experience with data profiling and data quality analysis. Experience working with a coordinated data management environment (CDME) preferred. Experience facilitating requirements definition meetings/sessions using structured approaches such as Joint Application Development (JAD). Experience with IBM InfoSphere and IBM data models a plus. Proficient with dimensional databases, cubes and columnar data structures. Proficient with Microsoft Office applications such as Office, Project, Visio, SharePoint,

Licensure, certification, and/or registration: Maintain application vendor certifications as needed. Valid VA driver’s license. Preferred certifications: ITIL V3, CBAP, CBIP, CDMP, DGSP, PMP.

Other Minimum Qualifications: Strong listening skills. Strong verbal and written communication skills demonstrating proper business use of grammar and punctuation. Strong presentation skills clearly conveying information, ideas, concepts, and instructions to a variety of audiences. Meeting management skills including agendas, facilitation, minutes and time management Negotiation skills to resolve conflict and build cooperation.
Our Values
Below are our core values that we strive to embody and expect of all our team members:

CommUNITY: Working in unison to serve our community, our Carilion family and our loved ones.

Courage: Doing what’s right for our patients without question.

Commitment: Unwavering in our quest for exceptional quality and service.

Compassion: Putting heart into everything we do.

Curiosity:Fostering creativity and innovation in our pursuit of excellence.

same as internal",3.7,"Carilion Clinic
3.7","Roanoke, VA","Roanoke, VA",10000+ employees,1899,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$1 to $2 billion (USD),-1,0,0,58,104,81.0,"Carilion Clinic
", VA,1,121,0,0,0,0,1,0,0,0,0,data engineer,na
804,Sr Data Analyst - IT,$52K-$93K (Glassdoor est.),"Position Summary
The Senior Data Analyst drives pharma client analytics solutions for United BioSource Corporation (UBC), supporting many of the world’s largest pharmaceutical companies to improve patient lives, support drug safety programs, and help manage new Clinical studies.

Responsibilities

· Build and continually improve Tableau dashboard offerings for business partners.

· Monitor and analyze business performance, providing targeted dashboards and recommendations for operational improvement.

· Serve as Subject Matter Expert (SME) for business data, systems and processes under team’s area of support.

· Write and edit SQL code to ensure data is pulled optimally.

Required Qualifications

· BS in a technical field (BI, Analytics, Data Science, IS, Computer Science, etc).

· Advanced SQL skills.

· Advanced dashboard design skills, including 2+ years of experience with a dashboard toolset (Tableau, Qlik, Domo, Birst, etc).

· 2+ years of data analysis experience.

· Excellent communication and presentation ability.

· Excellent project management skills.

· Highly self-motivated.

Preferred Qualifications

· MS in a Data-related field (BI, Analytics, Data Science, etc).

· Expert-level SQL skills

· Expert-level Tableau skills.

· Advanced R skills.

· Healthcare (ideally pharma) experience.

·Minimal travel is required (

#LI-SF1",2.1,"United BioSource
2.1","Blue Bell, PA","Blue Bell, PA",1001 to 5000 employees,2003,Other Organization,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),"Covance, ICON",0,0,52,93,72.5,"United BioSource
", PA,1,17,0,0,0,0,1,1,0,0,0,analyst,senior
806,Senior Data Engineer,$97K-$181K (Glassdoor est.),"About Us

Figure Eight is the essential Human-in-the-Loop Machine Learning platform for data science and machine learning teams. The Figure Eight platform transforms unstructured text, image, audio, and video data into customized high-quality training data to make AI work in the real world. Figure Eight's technology and expertise supports a wide range of use cases including autonomous vehicles, intelligent personal assistants, medical image labeling, consumer product identification, content categorization, customer support ticket classification, social data insight, CRM data enrichment, product categorization, and search relevance.

Headquartered in San Francisco and backed by Canvas Ventures, Trinity Ventures, Industry Ventures, Microsoft Ventures, and Salesforce Ventures, Figure Eight serves Fortune 500 and fast-growing data-driven organizations across a wide variety of industries. For more information, visit www.figure-eight.com.

About the Role

Figure Eight users range from engineers and data scientists to subject matter experts creating training data for machine learning. You will be working on the most important problems in technology today: how can humans and AI collaborate to solve important and sometimes complicated tasks?

As a member of our core team, you will design, build, and improve on tools used by many of the most widely-known tech companies with large-scale machine learning initiatives active today. This may include collecting and managing training data for AI models, evaluating the performance of the machine learning models used by that data, or building infrastructure and managing data pipelines. Specifically, you will work on a generalized annotation API that consists of both automated and human-driven annotation tools for 2D and 3D images, video, text, and audio data. The platform will combine human input (eg: bounding boxes on objects) and Machine Learning input (eg: automatic object tracking in videos) for maximum efficiency and effectiveness. You will be on a cross-functional team collaborating with members of the Product, Machine Learning, Dev Ops, and Backend Engineering teams.

Your work will consist of implementing new features and services, maintaining infrastructure, and migrating existing services to a SOA/microservice-based architecture. Youll mentor less experienced developers and constantly work on improving your own skills and the quality of our code-base. For more about what we build, please visit www.figure-eight.com/overview

The Ideal Candidate:

You enjoy thinking about and working on enterprise-level data management systems. You are looking for a company at the epicenter of a rapidly-developing machine learning industry and are driven by a hunger to learn and develop your skills. You are passionate about working on a project that contributes meaningfully to the further development of technology and to humanity as a whole. You care about best practices and you choose the tools you work with judiciously and deliberately. You have strong analytical skills, an unwavering commitment to quality, an open-minded and collaborative work ethic, and cutting-edge coding skills.

Responsibilities / Opportunities:
Build & maintain low-latency, high-scalability data pipelines in service of our human-in-the-loop machine learning workflows platform.
Build & maintain adapter services for ingesting data from a wide variety of streaming and batch-based sources.
Build & maintain services for throttling, backpressure, schema management, and normalization.
Implement QA and testing strategies. Promote best practices for writing maintainable code.
Participate in selecting tools and setting development standards at Figure Eight.
Ability/readiness to develop excellent working relationships with a diverse team of peers across organizations (Engineering, QA, DevOps, Product, Design, et al).
Competencies:
5+ years of software development experience in cloud-based, multi-tiered, enterprise application systems.
5+ years managing data platforms/engineering using enterprise service bus or message-based architectures, such as Kafka, Redis, RabbitMQ, or similar.
3+ years production environment-level experience with Ruby on Rails application development.
Hands-on experience with developing microservices and successfully building products using SOA.
Hands-on experience with event-sourcing and functional programming patterns.
Hands-on experience with AWS, Git, Docker, Gradle, Jenkins, Jira, and Confluence.
Nice-to-have Competencies:
Familiarity with batch processing and workflow tools such as Airflow, Luigi, Celery, or others
Prior production experience with Python, Java, and/or Scala.
Familiarity with basic machine learning concepts.
Figure Eight offers an attractive total compensation package including outstanding benefits and stock options. Learn more about our culture at https://www.figure-eight.com/company/careers/.",3.9,"Figure Eight
3.9","San Francisco, CA","San Francisco, CA",51 to 200 employees,2008,Company - Public,Computer Hardware & Software,Information Technology,$10 to $25 million (USD),-1,0,0,97,181,139.0,"Figure Eight
", CA,1,12,1,0,0,1,1,0,0,1,0,data engineer,senior
807,Senior Data Engineer,$100K-$173K (Glassdoor est.),"Position Title: Senior Data Engineer

Position Description / Responsibilities:

Tapjoy is seeking a Senior Engineer in our Data Science group who will work closely with Data Scientists, Data Platform, and Ad Server Engineering teams to help productionalize, scale, and support Tapjoy's Optimization platform. We are looking for someone who has had experience working with vast amounts of data, scaling systems, and, supporting low-latency applications.
Essential duties and responsibilities may include, but are not limited to:
Design and build scalable, personalized ad-serving algorithm REST service API with Data Scientists Design and create a robust service that serves a high volume of requests
Implement generalized a/b test frameworks to support multivariate testing covering component change/user segmentation and bucketing / metadata driven auto experiment set up, etc.
Competencies:
You possess strong computer science fundamentals, including knowledge of data structures, algorithms, and object-oriented design
You have strong SQL understanding and some data analysis experience.
You have experience with or interest in Java, and interfacing with REST APIs Is self-directed and self-driven Is results-oriented with a high emphasis on ""on-time"" delivery of projects and features
Values collaboration with various teams and stakeholders highly
Communicates often and well about potential roadblocks and tradeoffs between performance and complexity
Requirements:
B.S. or M.S. in Computer Science
3+ years of Software Engineering experience (preferably with Java)
Strong knowledge of data structures, SQL, software design patterns and algorithms (i.e., indexing, hash tables, joins, aggregation)
Knowledge of low-latency, high-throughput services
Strongly prefer someone who has had experience with big data platforms and challenges that come with large scale platforms.
Prefer someone who understands general machine learning and data mining concepts
Experience with advertising industry is a big plus
Tapjoy is a leading mobile advertising and app monetization company. Our platform empowers advertisers to connect with over 975 million monthly active users through value exchange advertising that drives awareness, engagement and the metrics that matter most to their overall growth. Meanwhile, companies such as Scopely, Crowdstar, Topps and many of the Top 200 grossing app publishers trust our platform to monetize their content, grow their audiences and reward their users. Founded in 2007 and headquartered in San Francisco, Tapjoy is a global organization with more than a dozen offices worldwide.

Tapjoy is an equal opportunity employer. We believe that diversity and inclusion lead to stronger, more innovative teams and better business results; we want to draw from the broadest talent pool possible and encourage qualified applicants. Tapjoy does not discriminate on the basis of sex, race, ethnicity, color, age, sexual orientation, gender (including identity and expression), disability (mental or physical), religion, national origin, citizenship, marital status, military or veteran status, or any other protected classification protected by applicable law; we will provide reasonable accommodations for qualified individuals with disabilities, and pursuant to applicable fair chance ordinances, we will consider for employment qualified applicants with arrest and conviction records.

For more information, please visit www.tapjoy.com.

]]>",3.9,"Tapjoy
3.9","San Francisco, CA","San Francisco, CA",201 to 500 employees,2007,Company - Private,Internet,Information Technology,$10 to $25 million (USD),"FLURRY, Chartboost",0,0,100,173,136.5,"Tapjoy
", CA,1,13,0,0,0,0,0,0,0,1,0,data engineer,senior
808,Sr. Data Analyst,$58K-$108K (Glassdoor est.),"Senior Data Analyst - Engineering

Location: Soho, Manhattan, NYC

About the Company

DoubleVerify is the leading independent provider of marketing measurement software, data, and analytics that authenticates the quality and effectiveness of digital media for the world's largest brands and media platforms. DV provides media transparency and accountability to deliver the highest level of impression quality for maximum advertising performance. Since 2008, DV has helped hundreds of Fortune 500 companies gain the most from their media spend by delivering best in class solutions across the digital ecosystem, helping to build a better industry. Learn more at www.doubleverify.com

Position Overview

As Senior Data Analyst - Engineering, you will work with various teams and stakeholders (Product, Engineering) to analyse large-scale data for monitoring, anomaly detection, and various business use cases, helping our clients make smarter decisions that continuously improve their ad-impression quality.

Responsibilities
Work with a group of highly motivated individuals who are passionate about delivering best-in-class measurement solutions to some of the largest Advertisers and brands.
Analyze data at scale, be able to interpret data to identify trends and actionable insights to help build lasting solutions.
Contribute to the development of DV's suite of data products and support ad-hoc data analysis requests from various internal teams (Engineering, Product, Account Managers, DataOps and DevOps)
Work with Data Engineers to design Data Models, improve data quality, perform discrepancy analysis, build reports, and automate decision making and workflow.
Contribute to the overall health of data-pipelines by designing, building, and maintaining visual dashboards that keep track of critical metrics.
Requirements
You have 5+ years of experience in data engineering, data analysis and data visualization
You don't like leaving questions unanswered, and you love exploring/understanding data
You have a passion for data and for transforming numbers into critical business insights
You have the technical expertise required for the role:
Experience in Data Modelling, Data Access, and Data Storage techniques
Proficient in SQL preferably in Vertica, Hive, SparkSQL, BigQuery or Presto
Python, Scala and Spark experience is a plus
Experience in Splunk/ElasticSearch with Visualisation on Kibana is a plus
You care about agile software processes, data-driven development, and responsible experimentation
You have BS / MS in Computer Science/Engineering or relevant field
You have excellent communication skills and are a team player
You have experience preferably in AdTech Domain",3.2,"DoubleVerify
3.2","New York, NY","New York, NY",201 to 500 employees,2008,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,-1,0,0,58,108,83.0,"DoubleVerify
", NY,1,12,1,0,1,0,1,0,0,0,0,analyst,senior
809,Research Scientist or Senior Research Scientist - Computer Vision,$81K-$161K (Glassdoor est.),"25 years of innovation

The Computer Vision Group at MERL conducts fundamental, academically oriented, cutting-edge research that is applied to challenging industrial problems such as object, action and scene understanding, robotic vision, and autonomous driving, as well as surveillance and monitoring systems. MERL has been setting the standard for excellence in the field for over 25 years. Before deep learning became popular, MERL published one of the first papers on a learning-based approach for super-resolution of images, and starting with the publication of the landmark Viola-Jones face detection paper, MERL has steadily contributed to the state-of-the-art in the detection & classification of objects & actions.

With more than 25 years of innovation, MERL is proud to foster an environment that gives researchers the opportunity to set their own path and pursue their passions. The culture at MERL, which values both fundamental scientific contributions and its application to real business, allows for all of our researchers to become leaders in their field. There is no other industrial lab with this level of freedom and flexibility.

Set your own path at MERL

Successful candidates will identify new problems and solutions that are fundamental to the field and broadly useful. You will conduct research to evaluate your solutions, and publish your results in selective peer-reviewed conferences and journals. Research results are typically transferred to counterparts in Japan for further evaluation and development through collaborative projects and a long-term trusting partnership.

What successful candidates look like

Applicants must have a Ph.D. in Computer Science, Electrical Engineering or related areas focused on Computer Vision, and have a documented track record of creative innovation that has led to successful research outcomes. Candidates with at least 5 years of experience will be considered for senior positions. Applicants are expected to have excellent programming skills, and be able to communicate effectively in both written and verbal forms.

We are looking for Research Scientists and Principal Research Scientists committed to setting their own path in the area of Deep Learning.

Specific problems of interest are related to scene understanding including detection, classification, labeling and prediction of objects and actions in a wide range of environments.

Research Area: Computer Vision

Contact: Alan Sullivan

Mitsubishi Electric Research Labs, Inc. ""MERL"" provides equal employment opportunities (EEO) to all employees and applicants for employment without regard to race, color, religion, sex, national origin, age, disability or genetics. In addition to federal law requirements, MERL complies with applicable state and local laws governing nondiscrimination in employment in every location in which the company has facilities. This policy applies to all terms and conditions of employment, including recruiting, hiring, placement, promotion, termination, layoff, recall, transfer, leaves of absence, compensation and training.

MERL expressly prohibits any form of workplace harassment based on race, color, religion, gender, sexual orientation, gender identity or expression, national origin, age, genetic information, disability, or veteran status. Improper interference with the ability of MERL’s employees to perform their job duties may result in discipline up to and including discharge.

Requirements
Ph.D. in Computer Vision
Experience in deep/machine learning using one of the well known APIs such as PyTorch, TensorFlow, Caffe, etc.
Publication record demonstrating that your research is leading edge in the top journals and conferences.",4.6,"Mitsubishi Electric Research Labs
4.6","Cambridge, MA","Cambridge, MA",51 to 200 employees,1991,Subsidiary or Business Segment,Research & Development,Business Services,$5 to $10 million (USD),"Google, Amazon, NVIDIA",0,0,81,161,121.0,"Mitsubishi Electric Research Labs
", MA,1,29,0,0,0,1,1,0,0,1,1,na,senior
810,Associate Machine Learning Engineer / Data Scientist May 2020 Undergrad,$53K-$96K (Glassdoor est.),"(We are unable to sponsor for this role or in the future)

Fareportal is currently seeking a Associate Machine Learning Engineer / Data Scientist May 2020 Undergrad for our Data Science team.

At Fareportal, we create the technology that is driving innovation in the travel industry - one of the world's fastest-growing sectors. Our employees are the core of our organization and together we're revolutionizing the way people book travel.

Our portfolio of brands including CheapOair and OneTravel receive over 100 million visitors annually and drive over $4 billion in annual revenue.

In addition to competitive pay and benefits, generous time off, and frequent company-wide social events, Fareportal provides employees with an environment that nurtures diversity, creativity, and success. Our open and Agile workspace gives our employees the time and space for collaboration, brainstorming, and research and development. At Fareportal, you'll be challenged, rewarded, and motivated to work effectively day in and day out.

Our Associate Machine Learning Engineer will be handling hundreds of millions of events per day, responsible for creating and supporting machine learning models that will drive our business.

Machine Learning Engineers is at the heart of how Fareportal works and they are part software engineer and part machine learning / data scientist. You will focus on creating and supporting large scale models that we deploy to power our recommendation, pricing or other systems.

The ideal candidate will participate in the design and implementation of the entire model pipeline, from project ideation, figuring out which data to capture and store, coming up with features, to creating the final model.

We are passionate about making data-driven decisions and you will have the opportunity to shape the team's direction and create large impact.

Our team loves Python and Scala (and is not afraid of Functional Programming) and we strongly encourage DevOps approaches.

Responsibilities:
Support our data modeling efforts to ensure we are capturing the data needed to improve our modelin
Create features for our feature store
Build machine learning models
Use a variety of techniques including predictive modeling, recommendation engines, revenue
management, conversion rate optimization, and site and user experience optimization.
Our ideal candidate:

Who You Are
You are smart and love to build systems that are well tested as well as flexible
You like being around smart people who will challenge you on a daily basis.
You love to ramp up on new technologies to build awesome things with us!
Passionate about working with large unstructured and structured data sets and developing new approaches to relevance problems
Requirements
Bachelor in Computer Science, Software engineering, Data Science or related disciplines (we are open to exceptions) - Only May 2020 Undergraduates
Good knowledge of one of: Python or Scala
Solid understanding of object oriented or functional programming concepts
Familiarity with version control concepts
Good knowledge of machine learning
Good knowledge of Pyspark
Good knowledge of software engineering best practices",3.8,"Fareportal
3.8","New York, NY","New York, NY",1001 to 5000 employees,2002,Company - Private,Travel Agencies,Travel & Tourism,$2 to $5 billion (USD),"Expedia Group, Orbitz Worldwide, Priceline.com",0,0,53,96,74.5,"Fareportal
", NY,1,18,1,0,1,0,0,0,0,1,0,data scientist,na
811,Data Analyst Chemist - Quality System Contractor,$61K-$110K (Glassdoor est.),"The Opportunity:

This is a Contract role through December 2020.

The data analyst chemist is responsible to acquire data from multiple sources, track, trend, and analyze for product stability and shelf life. He/ She will support the Quality system with GMP documentation using Veeva software.

Responsibilities:
General laboratory skills and background knowledge
Assists on interpretation and application of specified QA/GMP compliance regulations, i.e.: 21 CFR Part 210/211.
Acquiring data from primary or secondary data sources and maintaining databases
Interpret data, analyze results using statistical techniques and provide ongoing reports.
Ability to learn new techniques, perform multiple tasks simultaneously, keep accurate records, follow instructions, and comply with company policies.
Upload all relevant GMP reports to the quality system software (Veeva). Assists in deviation, change control, and other GMP document upload, review, and approval process with proper workflow in to the GMP system.
Write Annual product review and other compliance documents to support the Quality system.
Performs a wide variety of activities to ensure compliance with applicable quality objectives and regulatory requirements.
Strong understanding of GMP regulations.
Highly collaborative team player, with excellent organizational skills, ability to navigate and be successful in fast-paced and highly-matrixed work environment with changing priorities.
Qualifications:
The successful candidate will have college degree in science or computer or industrial experience.
3 - 5 years of experience required.
Experience using Microsoft Office programs such as Word and Excel
Experience using JMP or Minitab a plus
Knowledge of GMP Quality system (e.g Veeva)
Strong computer, scientific, and organizational skills
Excellent communication (oral and written) and attention to detail
Strong analytical skillswith the ability to collect, organize, analyze, and disseminate significant amounts of information with attention to detail and accuracy.
The Company

Rodan + Fields was founded in 2000 by Stanford-trained Dermatologists Dr. Katie Rodan and Dr. Kathy Fields with a passion for giving people the best skin of their lives — and the confidence that comes with it. Today, Rodan + Fields is the #1 Skincare Brand in North America[1] in 2018 and the #1 Skincare Brand in the US in 2016, 2017 and 2018[2]! The company has grown its innovative line of products and expanded into Canada and Australia. Headquartered in San Francisco, CA, R+F now employs approximately 700 people, has more than 300,000 enrolled Independent Consultants and over two million Preferred Customers.

At Rodan + Fields, you will be challenged to make an impact, inspired to do more, and rewarded for your contributions. We are transforming skincare, and we welcome your big ideas to fuel our ambitious growth plans! If you are looking for a life-changing career opportunity, we've got your prescription. You’ll become part of a positive, passionate movement that celebrates greatness and encourages employees to be catalysts for change. We provide a creative, vibrant workplace outfitted with all of the technology, tools and training you'll need to learn, grow and thrive! We create life-changing impact in our communities through our non-profit, Prescription for Change®, the heart of Rodan + Fields. By funding empowerment programs for students, we teach them how to use their skills to make life-changing differences in their lives and the lives of others. Join us and share your talents as we develop innovative solutions for your skin and empower entrepreneurs. In addition to working arm-in-arm with industry leaders, employees at Rodan + Fields enjoy rich benefits plans and perks.

[1] Source Euromonitor International Limited; Beauty and Personal Care 2019 Edition, retail value RSP terms; all channels, Skin Care includes Sets and Kits; North America defined as Canada and the United States

[2] Source Euromonitor International Limited; Beauty and Personal Care 2019 Edition, retail value RSP terms; all channels, Skincare includes Sets & Kits.

*At R+F, we do not engage with Google Hangouts or other social media platforms to schedule interviews or communicate with candidates. Please disregard any messages or notifications from Google Hangouts or other social media messenger platforms regarding interviews or job offers.",2.2,"Rodan and Fields, LLC
2.2","San Francisco, CA","San Francisco, CA",501 to 1000 employees,2002,Company - Private,Beauty & Personal Accessories Stores,Retail,Unknown / Non-Applicable,-1,0,0,61,110,85.5,"Rodan and Fields, LLC
", CA,1,18,0,0,0,0,1,0,0,0,0,analyst,na
812,Senior Scientist - Biostatistician,$65K-$96K (Glassdoor est.),"British American Tobacco
Reynolds American Incorporated is positively transforming the tobacco industry. We’re a family of companies that strives for success in everything we do. The future inspires us because our people are igniting the breakthroughs that are redefining the ways adult tobacco consumers enjoy tobacco in the 21st century.

When other companies talk about growth, they only talk about size. At Reynolds American, we focus on the growth of our people. We take pride in each other’s growth and well-being throughout our careers. We invest in your career and total well-being because we know our companies succeed when our people thrive.

ABOUT OUR ORGANIZATION:

Reynolds American Inc. is an indirect, wholly owned subsidiary of British American Tobacco p.l.c., and the U.S. parent company of R. J. Reynolds Tobacco Company; Santa Fe Natural Tobacco Company, Inc.; American Snuff Company, LLC; Niconovum USA, Inc.; Niconovum AB; R. J. Reynolds Vapor Company; Lorillard Licensing Company, LLC; and Reynolds Brands, Inc.. This position is with RAI Services Company (2200).

Here, you’ll have the opportunity to work on iconic brands and revolutionary products by collaborating with visionary, principled and passionate people every day.

S&RA is currently seeking a qualified Senior Scientist - Biostatistician to support our clinical studies, biomarker research, product and process development, and regulatory projects. The successful candidate will be expected to work collaboratively with various internal and external groups/clients to provide broad statistical support and to manage multiple projects to ensure timelines are met. This position also offers opportunities for acquiring new skills, engaging with regulatory agency (FDA/CTP), publishing research findings, mentoring young scientists and professional growth.

Principal Duties & Responsibilities:
Collaborate with clients to design experiments, develop and review study protocol, statistical analysis plan, and data collection tools, and determine appropriate sample sizes.
Select appropriate statistical approaches and conduct statistical analyses to meet client and/or regulatory requirements. Develop and/or review tables, listings, figures (TLF) and study reports.
Communicate analysis results via written reports, oral presentations, and meetings with key stakeholders. Participate in abstract, poster, or journal article writing.
Work cooperatively with other statisticians and regulatory submission specialists to address regulatory and project-related statistical issues.
Job Requirements:
Education / Experience: Master’s degree with 1+ year relevant experience or PhD degree in statistics, biostatistics, epidemiology, or closely related discipline.

Required Skills:
Proficient in statistical software (SAS, R, etc.) for data analysis (SAS preferred).
Effective oral and written communication skills including technical writing skills.
Ability to successfully manage multiple tasks and projects simultaneously, with a focus on timely and accurate completion of priorities.
Preferred Skills:
Experience in the analysis of clinical, chemical, biological, and/or toxicological data.
Familiar with statistical methods that apply to clinical trial design. Knowledge of CDISC standards (CDASH, SDTM, ADaM, etc)
Ability to drive collaborative efforts cross-functionally and externally.
Excellent attention and accuracy with details. Ability to apply critical thinking and problem-solving skills.
Demonstrated ability to work both independent.
Compensation/Targeted Bonus
Competitive Annual Salary
Targeted Annual Bonus
Relocation assistance available for those who qualify.
Benefit Summary

Our company offers very competitive benefit plans, including:
401(k) plan that offers opportunity to save on pre- and post-tax basis up to 50 percent of eligible compensation. Company matches 100 percent of employee pre-tax/Roth (401k) contributions up to six percent
Comprehensive health- and welfare-benefits package
Eleven paid company holidays annually, plus a generous paid vacation plan based on length of service
Company-paid sick and personal days, funeral leave and jury duty leave
Confidential personal financial counseling service
On-site health clinics and fitness centers
A matching grants program that enables employees to direct and double their donations to qualifying charitable organizations of their choice
Health-care advocacy service
Volunteer service opportunities
Federal credit union membership through Allegacy Federal Credit Union
Extensive training opportunities
Reynolds American Inc. and its affiliated companies is an Equal Opportunity / Affirmative Action Employer.

All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, protected veteran status, or disability status.

Our organization offers a level of challenge, responsibility and creativity for motivated employees that stands apart from the crowd.

We are also committed to employing a diverse workforce and valuing different perspectives, experiences and talents to maximize the company's potential for successfully achieving its business objectives.

-----------------------------------------------------------------------------------------------------------------------------------------------------------------------

Only applicants requiring reasonable accommodation for any part of the application and hiring process should contact us directly via email at TalentAcquisition@RJRT.com.

California Privacy Notice

Nearest Major Market: Salem
Nearest Secondary Market: Winston
Job Segment:
Chemistry, Toxicology, Scientific, Scientist, Law, Science, Engineering, Legal",3.1,"Reynolds American
3.1","Winston-Salem, NC","Winston-Salem, NC",5001 to 10000 employees,1875,Company - Private,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),-1,0,0,65,96,80.5,"Reynolds American
", NC,1,145,0,0,0,0,1,0,0,0,0,na,senior
